,summary_text,sentiment,sentiment score,intent,intent score,emotions,emotion score
78," On XX/XX/XXXX/19, XXXX XXXX went to Ashley Furniture in XXXX Ca. with a 18 month no interest store credit . The print out I was given to sign showed 12/months. I told the salesman that I refused to sign that because it said 12 mos. not 18 . He said they put in the correction, that it is 18/mo for both of our orders, not to worry. He gave me his card and cell number if I had a problem . The bed set was delivered, nothing mentioned 12/mos. I set the automatic payment up at XXXX month to end just short of 18 months .",NEGATIVE,0.9986425042152405,Functionality Concern,0.38617509603500366,fearful,0.2852539122104645
79," On XX/XX/21, a {$2.00} """" interest charge '' was charged on a ZERO balance, which is arbitrary and fraudulent . This charge was discovered on XXXX thanks to credit reporting apps showing my payment was """" late '' I immediately paid fraudulent interest and disputed via customer service call . The money was refunded/reversed to me but there is still a derogatory remark on my credit card .",NEGATIVE,0.9986550807952881,Overcharged,0.8429309129714966,angry,0.35445576906204224
80," Payment due date was XX/XX/2019, but due to holiday, not processed thru Bank of Americas website . Next statement I was charged {$6.00} interest . I feel BOA is charging interest on accounts who pay in full, fraudulently and want to report them for manipulating dates and payments .",NEGATIVE,0.9982395172119141,Overcharged,0.5696241855621338,angry,0.4948892295360565
81," Citibank ( Home Depot Credit Card ) attempted to send me a refund at the end of last year by transferring {$100.00} to my bank, XXXX XXXX . My bank rejected the transfer . Every month since I've received statements indicating that a payment was due, and every month I called to report the error . I have spent countless hours on the phone futilely trying to get the error corrected . Last week, I was told it would be fixed this week after I faxed 6 months of Banks statements to prove that I never received the transfer, but it will take 15 business days .",NEGATIVE,0.9997162222862244,Functionality Concern,0.31846609711647034,angry,0.3560698330402374
82," In XX/XX/2017 I obtained a secured credit card from Wells Fargo, paying an initial deposit of {$300.00}. I was told by the branch manager in XXXX, Oregon that after 1 year of making on time payments, that my security deposit would be refunded and my card would be converted to an unsecured card . It has been 2 full years since I have had the secured card . I have never missed or been late on a single payment .",NEGATIVE,0.9820386171340942,Security Concern,0.6086673140525818,angry,0.31053605675697327
83," The president sends out a communique that says we will handle etc. However, the customer service delivery group did not get that missive . I contacted CapOne yesterday to determine if I was impacted my the recent CapOne employee data breach . I reached the XXXX  customer service center ( around XXXXCST if you want to pull the call ). Her comment to my inquiry was, data breach? She didnt even understand the word much more .",NEGATIVE,0.995301365852356,Security Concern,0.4170756936073303,angry,0.34827855229377747
84," I only have access to my Best Buy credit card statements from XXXX and XXXX . I was charged a monthly debt protection fee for my purchases . I made a major purchase on this card for a TV around that time, and used my card to pay for it because of the 0% financing plan they offered .",NEGATIVE,0.9986810088157654,Overcharged,0.3012068569660187,excited,0.25044965744018555
85," The circumstances of the situation are such that Wells Fargo is complicit by their gross negligence if not directly but I believe it had to be more direct, insider fraud . A colleague of mind XXXX found out her credit card was shipped to New York without her permission or knowledge after she heard my story and checked her account . The account was closed a new onXXXX opened but I kept the new card off and did not activate it .",NEGATIVE,0.9996508359909058,Security Concern,0.4595204293727875,fearful,0.4179026782512665
86," Bank of America sent me a past due notice today XX/XX/19. The full amount due was {$1400.00}. I immediately made a payment of {$1200.00]. I had the funds, just forgot to make the payment . I then wanted the {$25.00 . late fee reversed . No regard for the fact that I have been a long-standing BofA customer .",NEGATIVE,0.9995157718658447,Overcharged,0.48899534344673157,indifferent,0.3228541612625122
87," On XX/XX/XXXX, {$480.00} was charged to my Citi Mastercard for XXXX XXXX . Citi reversed the refund issued and placed back the fraudulent charge . The middle name listed on the flight information says XXXX, but my husband 's middle name is XXXX. It also shows an email address that is not a email address we have and the phone number listed is not our phone numbers .",NEGATIVE,0.9985865354537964,Overcharged,0.6682390570640564,fearful,0.366000771522522
88," on or about XX/XX/2020 synchrony bank closed all of my accounts with them . i had 28 accounts, all in good standings and paid as agreed, never 1 minute late, paid more than the minimum payment due and had paid off all accounts except 9 accounts . i was not given any information as to why they closed these accounts .",NEGATIVE,0.9985235333442688,Quit Services,0.25462204217910767,sad,0.3277078866958618
89," Chase Freedom Unlimited card was cancelled from a flight ticket from XXXX XXXX . Customer was refused any compensation saying that the bank has the right to cancel any transaction they want, whenever they want . Customer felt less reliable on Chase credit cards now and stopped depositing his paychecks .",NEGATIVE,0.9995977282524109,Quit Services,0.3498060703277588,fearful,0.4695872664451599
90," The Fair Credit Reporting Act allows the three credit bureaus to provide proof of the validity of an alleged charged-off account, furnished by Capital One or remove the account from my files with them . The bureareaus reported back within several weeks that they were regarding this account as valid, but I have not received any proof as to the validity .",NEGATIVE,0.9980301260948181,Functionality Concern,0.38434380292892456,fearful,0.2832571864128113
91, Capital One advertises that you earn XXXX miles for every charge you make on their Venture One credit card . This is deceptive advertising . If I wanted a {$100.00} gift card I needed to redeem 125% of the miles for a gift card . The actual rate that I earn 1% is 1% or .625% if I want cash back .,POSITIVE,0.859695315361023,Not Benefited,0.4058580994606018,fearful,0.46869248151779175
92," Online credit card payment to barclays was rejected by my bank ( XXXX XXXX ) because bank closed account due to fraudulent activity . I explained this to Barclays Bank supervisor XXXX, ID Number : XXXX . She said bank policy is not to waive this fee under ANY CIRCUMSTANCES .",NEGATIVE,0.9982532858848572,Quit Services,0.32675042748451233,fearful,0.27604687213897705
93," The account owner has had American Express for over 5 years now with no late payments whatsoever . I have had an authorized user, XXXX XXXX for over 3 years who also has used the card and made on time payments . However his card is still declining and there's conflict of info as some say our balance is too high ( currently only {$2500.00}. when we spend over {$6000.00} a month!!",NEGATIVE,0.9996817111968994,Functionality Concern,0.5544270277023315,fearful,0.36684441566467285
94, American Express has been a member of American Express for over 25 years . I am sure that I didn't do anything different from what I have done in the past 25+ years that would cause suspension of my benefits . I was unable to transfer 20 % of the points to partner airline to purchase tickets . I pay for 2 car seats worth $450 each to be Platinum member per year .,NEGATIVE,0.9991233944892883,Functionality Concern,0.38399356603622437,fearful,0.214742973446846
95, American Express reduced my credit limit from $1400.00 to $800.00 . I had unexpected medical expenses and home repairs at the end of XXXX that drove my balance up . I contacted Amex customer service and they said the decision was triggered by their system and my account was under review by a team .,NEGATIVE,0.9978499412536621,Functionality Concern,0.3921493887901306,angry,0.23864877223968506
96," Netspend Fraud - XX/XX/2020 ( XXXX XXXX ) I believe I am a victim of fraud by Netspend or by people creating fraudulent Netspend credit card accounts under my name . I got four emails in a row starting around XXXX ET, over the course of 5 minutes, from noreply@netspend.com . Each contained a security code, like someone was trying to reset a password or enter an account fraudulently .",NEGATIVE,0.9990334510803223,Security Concern,0.6270501613616943,fearful,0.6493663191795349
97," Military Star is in violation of the FRCA . Chase Sapphire Preferred card was used to pay for a $4000 flight . Customer says he was charged $25,000 for a negative balance on his card . Customer claims he received a fraudulent credit card from a merchant whom he did not recognize .",NEGATIVE,0.9988583326339722,Overcharged,0.7104130387306213,fearful,0.41097161173820496
98, Discover has added additional security questions to my account including a verbal password . The scammer has been able to get a new Discover card in my name sent to her Florida address . Discover closed that account and sent me a new card via XXXX XXXX to my address in Georgia . I received the card the next day .,NEGATIVE,0.9955039620399475,Security Concern,0.8557829856872559,fearful,0.7309341430664062
99," Chase Sapphire card ends in XXXX, XXXX . In XXXX XXXX of XXXX the tanning machine at that location was broken . I started trying to get the . tanning membership removed from my account, as I was still being charged for a BROKEN item that could not be used . I both emailed and called the gym. Neither have been replied to, TO THIS DAY .",NEGATIVE,0.9997324347496033,Overcharged,0.5606315732002258,sad,0.33784282207489014
