,summary_text,sentiment,sentiment score,intent,intent score
197," My account with Capital One was opened on XX/XX/XXXX. This included a promotional APR of 0% for what I thought was a minimum of 12 months . Starting with that statement, no interest was charged . I had not been charged interest up until this month 's statement dated XXXX .",NEGATIVE,0.99847811460495,Functionality Concern,0.3782874047756195
198," On XX/XX/XXXX CitiBank filed a lawsuit against me for {$4700.00} in XXXX XXXX . I received no notification by mail, email, nor phone calls regarding a lawsuit . I was served a summons for the case 11 months after the lawsuit filing .",NEGATIVE,0.9994794726371765,Overcharged,0.45322710275650024
199," XX/XX/XXXX Discover Card Purchase XXXX {$1700.00} XXXX salesman promised they would provide me with 15 to 20 High Quality Real Estate Buyers per month for 3 months for $ XXXX/mo, but I had to pay in full up front . XXXX  email advertisements to me before I became a customer said, wouldnt it be nice to wake up every morning with Buyers & Sellers in your email box waiting for your call . Only 2 Buyer names, one of which was 100",NEGATIVE,0.998078465461731,Overcharged,0.47037428617477417
200, A customer was charged a late fee for having been less than one day late on her credit card . She was unable to make the payment on the Saturday XX/XX/XXXX deadline and thus she was charged the late fee of {$28.00}. She refused to do anything about the late charge and refused to waive it . She is now filing a complaint for Bank of American since XXXX .,NEGATIVE,0.9983293414115906,Overcharged,0.3248577415943146
201," I was warned by my card company ( by phone ) that two XX/XX/XXXX resort charges for {$1100.00} and {$600.00] looked like possible fraud . I informed the card representative that my daughter and I did not make these charges . He cancelled our cards . Later, I receivied a card bill for XX/xx/XXXX-XX/XX/. that still had the two resort charges . I then received the card bill with the fraudulent charges and interest still on the bill .",NEGATIVE,0.9989570379257202,Security Concern,0.3794091045856476
202," My husband and I both had Discover cards in XXXX which were closed back in XX/XX/XXXX if i recall correctly, by Discover . Our accounts never went to collections, never missed payments, weren't charged off. Just closed and either paid off or currently paying off . One rep suggested applying in 7 years since when bad remarks fall of credit reports .",NEGATIVE,0.9915095567703247,Quit Services,0.4082508385181427
203," On XX/XX/XXXX, XXXX charged my account {$500.00} and I disputed it with Chase . Chase blocked XXXX from charging my account . Chase has stopped sending me statements, altered my online statements and email addresses . I paid everything but the XXXX charges which left a {$990.00] balance on my card .",NEGATIVE,0.9993869066238403,Overcharged,0.5941150784492493
204," Credit union has no record of any balance transfer, but now this credit card company wants me to pay it, and the interest rate shoots from 0% up to 24% in two months . Spoke to XXXX from the fraud department at bank of Omaha and she recommended I file this complaint!",NEGATIVE,0.9969685673713684,Overcharged,0.5936329364776611
205," I filed a CFPB complaint against American Express on XX/XX/2019, got response from the company today . American Express refused to address my complaint by stating """" During your online application you were advised based on your history with American Express Welcome offers, introductory APR offers, or the number of cards you have opened and closed, you are not eligible to receive this Welcome offer . This claim was completely false .",NEGATIVE,0.9989160299301147,Not Benefited,0.25528189539909363
206," Citi MasterCard has liquidated my account, and online services and ability to pay by phone 24/7 ( through an automated system ) has been discontinued . Greensky Trade Credit account was closed in XXXX during the financial crisis because the credit card wanted to increase my interest for no valid reason or gave me the option to close to prevent the increase . The service phone number on my statement takes me to agents who can not find my account or help me .",NEGATIVE,0.999631404876709,Quit Services,0.4302493929862976
207," Citi sent me an adverse action letter reducing my credit limit from XXXX down to XXXX . When I chatted online with Citi to ask them to reconsider, the rep, XXXX, told me that XXXX asked us to reduce my credit line and that """" per the Federal Law we are bound to follow credit agencies, since XXXX reduced your credit limit '' This information is not correct. So I called in to Citi 's customer service line, and a rep on the phone told me the same thing,",NEGATIVE,0.9995450377464294,Not Benefited,0.3174966275691986
208," I paid off my BofA cards in XX/XX/XXXX with funds from my HELOC . I had an XXXX score . They allowed me to pay off my balance, increase my credit lines use the account to consolidate my business, personal and do a real estate deal and then accused me of money laundering . I believed I was XXXX discriminate against without cause because of XXXX .",NEGATIVE,0.9776352643966675,Overcharged,0.38909146189689636
209," On XX/XX/2018 two charges were made at a vendor called XXXX XXXX . One in the amount of {$180.00} and one in the . amount of . {$210.00}. I was first made aware of the charges by Citi as they were flagged as fraud and I was contacted to see if I authorized the charges, which I did not . The charges were then removed from my account as fraud . A month later they reappeared on my statement, I contacted Citi and they said they",NEGATIVE,0.9969387054443359,Security Concern,0.4212588667869568
210," The company tesponded to the complaint but made no attempt to fix the issue . If I select the option to log in by receiving a code, the code is apparently still being sent to someone else . The company would not allow me to talk to anyone, and it apparently is calling someone else unauthorized about my account .",NEGATIVE,0.9996111989021301,Security Concern,0.3864089846611023
211," The offer terms on the Amex card say ""Welcome offer not available to applicants who have or have had XXXX XXXX Credit Card    from XXXX or the XXXX . XXXX charged me {$270.00} for purchasing an XXXX X generation but the order never got delivered to me . The order was abandoned completely unsecured on a remote floor somewhere which does not match my apartment location . The bank refused resolving the unfair charge of $81.00 and repeated assaults by XXXX on my credit card",NEGATIVE,0.9997379183769226,Overcharged,0.7112166881561279
212, Every year I have checked my Credit report and they are still showing on there . I know after 7 years all account accurate or not should be deleted . I paid them very well and I don't understand their logic in reporting them over and over . The only thing I want is for them to be taken off because they are paid off and I no longer have these cards .,NEGATIVE,0.9995799660682678,Functionality Concern,0.33572515845298767
213," I applied for a Wells Fargo Visa credit card back in XX/XX/XXXX. During the application process, the representative who put my SS number through, got it wrong. I repeated myself at least 3 times too. It has been XXXX ever since. Each time I call, the automated service denies me as a customer . I have called for two months about this issue and I get the same run around response .",NEGATIVE,0.9992662072181702,Functionality Concern,0.3914587199687958
214," I was travelling in XXXX during XX/XX/2019 and got my wallet, my credit cards, debit card, drivers license and my phone stolen . I called Chase immediately after i discover my items were stolen ( within 2 hours of the theft ) and explained the situation . The representative told me there were several charges made on my credit card and debit already . I told them that i did not authorized those charges and my wallet was stolen .",NEGATIVE,0.9967398047447205,Security Concern,0.7501893043518066
215," The group of members were set to meet in New York, New York and Washington, DC . The group was attempting to break into the first half of the group's first half . The team is now in the middle of the first part of the second half of their first phase of the series .",NEGATIVE,0.996644914150238,Overcharged,0.4049949645996094
216, Bank of America rewards credit card account auto-renews annually . Account was only a recording referring you to go online . Online you must have a login with user name and password . USAA denies my dispute in XXXX. My complaint is that I had no way to cancel the annual renewal with XXXX XXXX .,NEGATIVE,0.9966098666191101,Functionality Concern,0.542920708656311
217," Synchrony bank has been charging me {$10.00 a month on a card I've had with them since XXXX of 2015 . I thought maybe I had a subscription to something that I didn't realize I had subscribed to . I was still getting these fees and not understanding where it came from . I messaged XXXX on the secure messaging system, as well . Nobody would help me and the live chat employee told me to call a number to have them cancel and refund me. I was told I'd be refunded",NEGATIVE,0.9994694590568542,Security Concern,0.3552336096763611
218," Wells Fargo bank said there is no way they can help me with a dispute because the transaction was done with XXXX and they don't have any dispute rights and to call XXXX . A merchant charged me {$300.00} three times in an unauthorized manner, eventually providing one credit on its own . The credit card company, Citi, provided a credit for one of the remaining disputes and mistakenly closed the other one .",NEGATIVE,0.9994168281555176,Overcharged,0.5989022850990295
219," In XX/XX/XXXX, I purchased an appliance from a Sears XXXX in XXXX, Tex. The Sears sold or assigned my purchase agreement to a Citi Bank Master card firm . This Master Card, SHOP YOUR WAY MASTER CARD became the creditor and mailed me an account statement . The terms of this statement stated my balance due with monthly payments of {$28.00}, first payment due XX/xx/XXXX.",NEGATIVE,0.9964717626571655,Functionality Concern,0.42755645513534546
220," Claim ID - XXXX Claim AmounXXXX - {$42.00} I bought a new denim jeans from XXXX. Wore it twice and washed it once after which it changed the dimensions and became loose . After few days, without providing any justification, the merchant denied the claim . I then went ahead and filed a dispute via bank of america and provided all required information for the process of my claim .",NEGATIVE,0.9986955523490906,Overcharged,0.7284556031227112
221," Terms are 36 months, no interest, payments {$23.00} a month . Paid again XXXX XXXX, XXXX another {$200.00}. Called and explained. They send back my {$100.00] in a check . Can get refunds but payment due is still based on old incorrect amount . W late charge if you pay pay, ent. Asked on erroneous amount. They say they cant fix it.",NEGATIVE,0.998513400554657,Functionality Concern,0.3678448498249054
222," Wells Fargo Bank deducted the fraudulently added credit card balance from my checking account on XX/XX/2019, in the total amount of {$4400.00}, of which approximately {$4000.00} was the amount . I have been trying unsuccessfully since that time to obtain a reversal of the charge and restoration of the money to my bank account . Citi gave me a temporary credit as they investigated the charges and a few days later Citi reimbursed me .",NEGATIVE,0.9990236759185791,Overcharged,0.4927884638309479
223," When I got the credit card in XXXX I signed on for 23 % interest no annual fee on the internet . In XXXX they charged an annual fee of {$19.00}, I disputed that couldn't find my copy of the terms, until recently . Since I started paying and not using the card the interest rates it has increased 1.6 % every year since without notification .",NEGATIVE,0.995400607585907,Overcharged,0.429496169090271
224," On XX/XX/2019 our CITI Mastercard was fraudulently charged {$5000.00} by a company we do not know . We were in XXXX at the time and used this card for most of our purchases . We reported fraud to the credit card company . It is possible that, by mistake, we let a vendor handle the card without our direct supervision .",NEGATIVE,0.9990184307098389,Overcharged,0.8076399564743042
225," We furnished a house from Ashleys on the XXXX of XX/XX/2019, a living room, dining room, and 2 bedroom sets . When we started receiving the stuff everything that was delivered was defective and damaged . When they redelivered the furnisher it was always damaged, they gave us damaged furniture up to 4 times . We tried contacting customer service a second time, they arranged a second delivery to replace the damaged items . After this we contacted the credit card company, which is affiliated with Ashleys and we attempted to",NEGATIVE,0.9984135627746582,Functionality Concern,0.43692082166671753
226," The account has been settled since 2014 and is still affecting my credit report . The only way to avoid the fee was to close the card and apply for a new one . The company showed I had interest charges exceeding {$100.00}. ( These charges are not accurate, and they were posted to my account after I paid off my balance in full ) Mysteriously they appeared thereafter the final payment was put through .",NEGATIVE,0.9992672801017761,Overcharged,0.5020602941513062
227," Amex declined the bonus on the card on XX/XX/2018, the same day when my card was approved . Amex should be obligated to inform the applicant immediately even if they have the so called """" reserved rights '' to decline offer any time for any reason . Otherwise, it is considered a deceptive marketing strategy .",NEGATIVE,0.9974988102912903,Functionality Concern,0.5369712114334106
228, XXXXX  & XXXX XXXX had not used the card in over a year and had received no statements in about 12 months . The annual fee was {$96.00} and the late fee was $15.00 . The card was issued by Chase bank .,NEGATIVE,0.9979920387268066,Quit Services,0.34153977036476135
229," The way Capital One operates, by forcing a consumer to apply for an additional card to receive a lower interest rate and no membership fee is predatory . The company does not honor promises made by their own employees, which takes their predatory nature to an even higher level . The interest rate on the Capital One Quicksilver card could be lowered from 21.5% to 17.15% .",NEGATIVE,0.9986935257911682,Overcharged,0.28173667192459106
230," I accepted a promotional offer by Citi Credit Cards to do a balance transfer for car loan at XXXX XXXX . After submitting the pay-off check, the check was returned to sender . This is reflected on a XXXX X XXXX account statement indicating the payoff was reversed . Citi recommended a second payment of {$2300.00}, the increase in amount accounting for interest accrued since the reversed payment .",NEGATIVE,0.9948646426200867,Functionality Concern,0.3851197063922882
231, A woman was looking for a credit card that would not charge a fee to do a balance transfer . She did not complete the application when she read the terms of agreement and saw that they charged a 5% fee on balance transfers . Barclays took it upon themselves to send XXXX XXXX X XXXX {$8000.00}. I did not identify that I wanted the money to go to XXXX . XXXX then took XXXX of the XXXX and sent me a check for the balance . Barclays begins to email me and telephone,NEGATIVE,0.9991036057472229,Functionality Concern,0.35710427165031433
232, Discover has knowingly sent my credit cards to incorrect addresses to a known fraud user . Discover has not provided any findings for any of my requests for investigations into fraud. Discover has falsified or removed their documentation to cover the lack of action . Discover is not allowing me to close the account and take this money that is owed to me .,NEGATIVE,0.99949049949646,Security Concern,0.3785098195075989
233," On XX/XX/XXXX I purchased furniture from XXXX  XXXX using the account number below . I was on time and consistent with paying my account for the past 2 years . When the promotion ended, I was facing family challenges that distracted me from preparing to pay the {$740.00} balance, now my current balance has increased to {$1800.00}.",NEGATIVE,0.9960277080535889,Functionality Concern,0.3559166491031647
234, A partial amount was credited back to my account in the amount of {$380.00} from the merchant . This is only XXXX out of a XXXX dispute that was in favor of the Merchant by Discover back in XX/XX/XXXX . I did not authorize this refund for half of the amount . I rightfully do not owe any money to this provider with two covered insurance policies .,NEGATIVE,0.9988798499107361,Overcharged,0.2712407112121582
235," On XX/XX/XXXX my wife and I, XXXX XXXX, were scammed - and we are devastated . What happened was that I received an email, claiming to be from XXXX ( but it was from the scammer ) and suggesting that I """" solve the problem '' ( which was that {$4500.00} had been charged to my XXXX account ) and contact XXXX by calling one of the phone numbers listed . The scammer then suggested that we purchase gift cards in the amount that had been",NEGATIVE,0.9994993209838867,Overcharged,0.37279775738716125
236," My daughter made over 20 purchases in the app XXXX XXXX with my boyfriends credit card, I am an authorized user on the account . These purchases were not authorized, and I had no knowledge of them . When I reached out to XXXX company through their support link, I was informed that I am responsible for the purchases no matter who made them . I have since filed a complaint with the BBB as well as emailed the """" support '' for the game a second time . Sears Mastercard refuses without me filing fraud charges against",NEGATIVE,0.9981270432472229,Security Concern,0.40668758749961853
237," On XX/XX/XXXX I had got a bunch of fraudulent charges on this account . I filed a dispute with American Express for these charges and went back and forth through multiple phone calls and faxed in declaration of fraud they requested . After numerous follow ups, they were not able to provide me with any information after stating that they would provide provisional credit while the investigated the claim . Now its on my credit report and they refuse to remove it or give me back my money they took or gave .",NEGATIVE,0.9995297193527222,Overcharged,0.4072611629962921
238," The annual fee for a Wells Fargo Propel World XXXX XXXX card is {$170.00}. I was charged this amount on XX/XX/18 for a card being renewed . A Wells Fargo Banker mentioned that if I switched to their new Propel card within three months of the expiration of the card, the annual card fee would be refunded in full .",NEGATIVE,0.9971145391464233,Functionality Concern,0.35162144899368286
239," Citibank 's policy was purposely deceitful, with no notice, reminder, or warning that I would loose {$1700.00} dollars because I didn't read the fine print on their offer . The new cash back card also provides Thank You Rewards points, so it is not even a case of the new card not having that feature .",NEGATIVE,0.9927737712860107,Overcharged,0.6427478194236755
240," The US Treasury uses this card for people on SSI or Social Security . The website asks individuals to """" register to log in '' when you do your are CONSISTENTLY told """" error '' then you do it over and over and it's the same message . They claim to have a phone number for """" hearing impaired '' ... NO ONE EVER ANSWERS . There  are elderly and XXXX XXXX people that have trouble getting help with the card or their benefits not being on the card . The Treasury needs more than one card",NEGATIVE,0.9994370341300964,Functionality Concern,0.48163047432899475
241, I have a Wells Fargo VISA credit card . At the beginning of XXXX I had a balance of approximately XXXX of debit associated with the card . I have enclosed supporting documentation to show the following transactions have taken place . Please take note that my documentation supports a due date of the XXXX each and every month .,NEGATIVE,0.9502124786376953,Functionality Concern,0.4344567060470581
242," On XX/XX/19, I purchased XXXX XXXX tickets for {$400.00} and was requested to pay via XXXXXXXX . This is a transaction that occurs over the phone and paid it to a phone number XXXX . I sent the money and then the person never emailed the tickets as promised . I tried to contact the person by phone and I was blocked .",NEGATIVE,0.9985771179199219,Functionality Concern,0.34874477982521057
243," On XX/XX/2019, I purchased a treadmill from Amazon using my Chase Amazon Prime Rewards card which offered an 18-month, no interest, equal pay option . However, when I reviewed my statement I found that Amazon had billed the full amount . I made it clear to both Amazon and Chase bank that I was not disputing the purchase but only the billing .",NEGATIVE,0.9909175038337708,Overcharged,0.7901639342308044
244," On XX/XX/2019, I paid off and closed a secured credit card account with CitiBank. I was supposed to receive a refund for the secured funds within 7-10 days as stated by the representative in the phone. I never received said refund. I waited a while and called again in XXXX to request information about something else. No mention of my refund . I called back to see if it would be possible to have the refund applied to a new secured card. They let me know that this was not possible because",NEGATIVE,0.9993842840194702,Security Concern,0.35762283205986023
245," This complaint is about a XXXX ' store credit card account, with XXXX XXXX, which I XXXXXXXX, the account holder, previously had finally land a problem with my XX/XX/XXXX monthly payment transaction .  For example, the creditor used a trace of my identity, the last four digits of my social security number, and posting illegal late fees to my account as well .",NEGATIVE,0.9990153312683105,Overcharged,0.34864649176597595
246," Citi refuses to remove to remove the charge until investigated, usually 3 billing cycles . In the meantime, I must pay it. I thought the usual policy was to remove it until resolved . Citi AAdvantage Credit Card charges are $610.00 and $600.00 .",NEGATIVE,0.9979429841041565,Overcharged,0.4803505539894104
247, Someone tried to charge another {$3000.00} to my account but could not because my credit limit would not allow them to . I checked my balance on my XXXX account I saw my balance was much higher than it was because of a charge that I was not aware of . I then talked to the XXXX XXXX . and they did cancel my card and stated they would do an investigation . I value my account with XXXX and want to always have a good credit rating .,NEGATIVE,0.8954284191131592,Overcharged,0.47002747654914856
248, Synchrony Bank gave a 24 month financing with no interest . I was told in the store that the payment would automatically calculate to payoff within the promotional period . The balances are shown on the statements but are on the 2nd page and I get the statements electronically and there was no warning about the promotion expiring soon .,NEGATIVE,0.9982693195343018,Functionality Concern,0.726191520690918
249, XXXX did not complete thorough investigation with the transactions history and the use of my card . There were three fraudulent transactions that were approved on my account to XXXX on XX/XX/2018 in the amount of {$370.00}. I sent in all my information and police report of the identity theft incident that occurred .,NEGATIVE,0.9990320205688477,Security Concern,0.46831774711608887
250, The company PayPay offered me credit ( 6 months interest free ) on purchases over {$100.00}. I took the offer and did not offer any income or employment information . I always paid off the balance that it said to pay to avoid interest charges . When I told XXXX XXXX the account number they said it was 1 too many characters and they couldnt process the payment to pay off the account . I called PayPal and they said I couldnt pay off my account with them with a another credit card! I was appalled,NEGATIVE,0.9995623230934143,Security Concern,0.3807208836078644
251, Citi checking account offer : open checking account and deposit XXXX dollars and will get XXXX  XXXX XXXX miles . Citi employee XXXX of Best Buy Credit Services team # XXXX denies that it was predatory to offer to reduce my balance if I would consider keeping the card open in XXXX .,NEGATIVE,0.9946997165679932,Functionality Concern,0.5438240766525269
252," The person who processes credit card disputes at PenFed does a terrible job . In XX/XX/XXXX, I had several disputes with a Utility company that was charging my credit card for another customer 's utility bill . I lost several hundred dollars and I have submitted two disputes and am worried that they also will not be processed correctly .",NEGATIVE,0.9997538924217224,Functionality Concern,0.4814818799495697
253, I had a credit limit of {$1000.00} when I first opened up my Synchrony Bank Ashley furniture credit line . I have made my payments on time over the minimum amount due for a year . I received a notice from my credit reporting agency that my score went down . I was given no prior notice and they refused to tell me why .,NEGATIVE,0.9996961355209351,Functionality Concern,0.35639411211013794
254," Years ago I had bills and credit lines in my name but I was never aware . I allowed my younger brother to use me as a cosigner for an apartment and he bailed on me with 6 months on the lease . Once that lease was broken only thing I knew was that """" the apartment would take the hit and he owed nothing . Once my mother was diagnosed with a XXXX XXXX I wasn't able to attend school or work for about 4 months which lead to me dropping out and losing my job .",NEGATIVE,0.9989182949066162,Security Concern,0.2735651135444641
255," Chase is not protecting me as the consumer under the Fair Credit Billing Act . Chase is sending me letters informing me they are unable to asssit, claiming I did not provide documentaion . One of the workers was a convicted felon, the other drinking alcohol on the job and the third so hungover he vomited all over my backyard .",NEGATIVE,0.999702513217926,Not Benefited,0.4716287851333618
256," Macy 's tricked me into opening a second XXXX XXXX account . Macy's pretended to need to update information so that I could get a coupon for immediate use at the checkout desk . They then sent this secondary account to collection which DECIMATED my credit rating . After promising to remove the incorrect information from the credit bureaus, they have now AGAIN submitted the fraudulent account they created to collections .",NEGATIVE,0.9995627999305725,Overcharged,0.4291609823703766
257," I have a XXXXl MC card that accumulates points with purchase . I can not LINK my credit card to the online XXXX wallet that allows use of credit points like money . I have repeatedly called ( at least 10 times ) the credit card XXXX # to get this problem fixed . I always get the same answer : they can not do it, they have to submit a request to get it fixed .",NEGATIVE,0.9987877011299133,Functionality Concern,0.6512925028800964
258, Comenity XXXX   XXXX stated promo offer needed to be paid by XX/XX/2019 . Customer called into to service line in prior months and asked when pay off was and rep stated to pay in full . Not once was a promo date disclosed - not even at purchase . Account was maintained meticulously and credit history is superb .,POSITIVE,0.9968671202659607,Functionality Concern,0.9225544333457947
259," B of A arbitrarily reduced my credit amount on both cards . This is B of As way to make it difficult for consumers to pay off balances quickly without paying unyielding interest . ""B of A did this while I was out of the country jeopardizing my and my childrens safety""",NEGATIVE,0.999371349811554,Security Concern,0.6718679666519165
260," USAA FRAUD LETTER XX/XX/XXXX CONFIRMS UNAUTHORIZED {$470.00} USAA DOES NOT FOLLOW FTC GUIDELINES ALL of this is TWO (2 ) YEARS LATE) USAA does not FOYVERLY NOTE THE ID THEFT REPORT I AM XXXX. I WILL NOT BE ABLE TO FILL OUT THESE FORMS. I HAVE NO ACCESS.""",NEGATIVE,0.9993791580200195,Overcharged,0.7025964260101318
261," Chase offers a XXXX credit card, advertising additional rewards for spend at XXXX hotels . In XXXX of XXXX, Chase updated their credit card terms to include these XXXX properties as eligible for additional 4x rewards . The locations listed are listed by XXXX as participating and linked to by the Chase terms .",NEGATIVE,0.9673539400100708,Functionality Concern,0.5178132653236389
262," On XX/XX/2018, I purchased a trip to XXXX using a Capital one XXXX card for the amount of {$2700.00}. I used the card because I believed that charging the balance on a capital one card would protect me if I had to dispute a charge . The trip was a nightmare and I face discrimination, abuse and isolation .",NEGATIVE,0.9983957409858704,Overcharged,0.49877220392227173
263," A charge of {$280.00} from """" XXXX '' was received on my Bank of America card on XX/XX/19 . I did not know who this merchant was and did not make any purchases for this amount . After more phone calls, I discovered that XXXX is actually XXXX . I sent hard copies of the emails from XXXX and a letter detailing the timeline to the bank of America to the address they sent to me which had denied my initial claim .",NEGATIVE,0.9993839263916016,Overcharged,0.3420135974884033
264, The resolution to the disputed amount of {$100.00} charged by XXXX on XX/XX/XXXX was a decline to apply a credit back to my account . CITIBANK is not protecting the interest of its members and appears to be negligence in their investigation of possible misuse/fraud .,NEGATIVE,0.9996629953384399,Overcharged,0.4154382348060608
265," Citibank 's Best Buy card claimed I was late on paying a bill - they had not sent me a bill and, as a result, I thought the small (less than {400.00} ) was paid . I received no notification from the company about a bill or an impending payment, as I do from all other companies . Then the company notified me I was past due by 30 days - throughout that 30 days, I wasn't notified . I immediately made a payment for the entire balance and asked that they remove the",NEGATIVE,0.9996862411499023,Functionality Concern,0.3700466752052307
266," My wife and I opened an account through TD Bank, NA XXXX Renovate in late XXXX . I began making payments and in XXXX of XXXX made XXXX payments; which made it so I was paying on the balance a full month before the payment was due . When I contacted the bank, I was told by a representative that as far as the company was concerned, I had just made an extra payment during one billing cycle and they didn't recognize it as paying ahead or paying prior to the upcoming due date .",NEGATIVE,0.9993778467178345,Functionality Concern,0.5749887824058533
267," ""My finances have been unsafe and left for vulnerability as a target for identify theft"" ""I have been decieved for many years from the false advertisement and had not met their promised protection of monitoring my accounts resulting in loss of monetary assets"" ""NetSpend has lost my loyalty due to the lack of delivery and no proper way of informing their customers of changes""",NEGATIVE,0.9998136162757874,Security Concern,0.6501709222793579
268," Some money was siphoned off about 10 years ago, but Barclay kept using the card to build up the 529 college savings account . Not once I received a letter that my account was closed or was going to be closed . I've called 5 times, it's the end of XXXX ( 5 months later ) and I still haven't received payment coupons .",NEGATIVE,0.9988804459571838,Security Concern,0.4020850360393524
269," On Monday, XX/XX/XXXX my wife and I decided to cancel our flight to XXXX due to her recovery from a XXXX  XXXX . I noticed I selected the wrong flight on accident and immediately called into Chase to cancel . Chase canceled the flight, refunded my money and returned the points I used for the flight to my point bank . I then booked my trip again using the correct flights ( Itinerary # XXXX ) The flight cost {$1900.00} per traveler for a total of {$",NEGATIVE,0.9996021389961243,Overcharged,0.2946576476097107
270, On XX/XX/2019 I was charged a return payment fee of {$32.00} by Comenity . I contacted the customer service line on XXXX and spoke to a rep for approximately 11 minutes . I advised this rep that I was sure I had the money in the account and it was returned by error . I asked for a courtesy return credit as I have never had one . To this date there has been no credit to my account .,NEGATIVE,0.9985070824623108,Overcharged,0.44149306416511536
271," CFPB closed my case so I have to create the dialogue below to continue the case XXXX . Found my dormant discover card being used for almost XXXX at/by XXXX 's business . Found a folder with several invalid cards, invalid cards and personal scratch cards . Ironically days before this transaction was my only child's death, I was her only child in the country around her stomach .",NEGATIVE,0.9995765089988708,Functionality Concern,0.27562272548675537
272," Chase rep confirmed it isnt our debit cards as they have tried 4 different visa./mc debit cards that we have with hundreds of dollars of funds on them and still it denies our application for A PREPAID DEBIT CARD!!! and Chase supervisors are telling us it is """" A GLITCH in the system '' and there is nothing they can do!!",NEGATIVE,0.9994738698005676,Security Concern,0.34980082511901855
273," On the attached PDF pages 12 -14 give details of what went wrong that day . After many, many phone calls and months of dealing with this dispute, our Credit Card has sided with XXXX XXXX . XXXX has continuously lied about the events that day and even said they gave us a credit which was also another lie .",NEGATIVE,0.9974547028541565,Overcharged,0.290459007024765
274," On XX/XX/XXXX, Bank of America N.A. closed 2 of my Long term Credit accounts . One of the cards is supposedly still open with the bank however, I can not use the line of credit, Will have to pay interest and fees yet the product itself is unavailable for me to use!",NEGATIVE,0.9994507431983948,Quit Services,0.40782806277275085
275," This is a formal notice that your claim is disputed . I am requesting validation, made pursuant to the Fair Debt Collection Practices Act and the Fair Credit Reporting Act . Failure to respond within 30 days of receipt of this certified letter may result in small claims legal action against your company . If you can not validate the debt, you must request that all credit reporting agencies delete the entry .",NEGATIVE,0.9991372227668762,Functionality Concern,0.44513967633247375
276, Barclay bank has my money and hasn't credited my account . American Express card open beginning of XX/XX/XXXX/.XXXX . American express lower the limit with out letter or notice to {$4400.00} now show {$670.00] Min due . Amex Only showing XXXX/XXXX Statement online {$60.00}. When I try to ask them to not due this and stop all fees the Cards has not been used since .,NEGATIVE,0.9978671073913574,Functionality Concern,0.29326167702674866
277, A 20-year cardholder with Capital One was declined at XXXX XXXX after making multiple purchases . The person at the fraud department said there was suspicious activity and that they needed to verify some recent transactions with me . The only way the cardholder could be authenticated was if I sent a photo of the back of the drivers' license .,NEGATIVE,0.9994814991950989,Security Concern,0.527198076248169
278," US Bank sent an unsolicited offer through the mail from US Bank for their branded """" ReliaCard '' debit card . The Colorado Department of Labor and Employment automatically issues the card to every claimant who files for and is approved to receive unemployment benefits . We are of course concerned that someone is using her identity .",NEGATIVE,0.9970927238464355,Security Concern,0.685961902141571
279," JP Morgan Chase has not removed the charge . The legs of the refrigerator can not stand the weight of the fridge . The bill is still being billed at $740.00 . The charge is a violation of 15 USC 1666i, according to the law. The bill should have been removed from the card.",NEGATIVE,0.999693751335144,Overcharged,0.6046203970909119
280," In XXXX of XXXX I made a large payment of {$2600.00}. Only to receive a letter on XX/XX/XXXX that my limit was reduced to {$5700 . This month when I made yet another {$2000.00} payment, I received notice that my credit line had AGAIN been lowered to $3000.00 .",NEGATIVE,0.9978793859481812,Overcharged,0.4140462279319763
281," Wells Fargo is denying my claim for fraudulent charges on my Wells Fargo Business Credit Card . I was alerted to this issue on XX/XX/2019, almost two full weeks after the card was reported stolen, was closed, and I was told not to worry about the charges . Nearly two weeks later, after I called to inquire why the fraudulent charges were placed back on my card, they suggested that I would need to potentially provide unlimited and unspecified amounts of evidence to support my case .",NEGATIVE,0.996595561504364,Security Concern,0.3425213694572449
282," The predatory marketing issue is that this absolutely seems like you're signing up for a loyalty/savings store card . Credit cards are serious legal agreements with financial consequences that can follow people and their families forever . A separate counter, at least, where there's someone trained to explain the contract you're entering into would make more sense .",NEGATIVE,0.9968289732933044,Functionality Concern,0.6656951904296875
283," My mother had a Citizens Bank credit card . On XX/XX/2019, she died . I have tried to log on to her account to verify it was closed . Citizens has rendered it so no one can even view the account . I want to be certain that it was completely closed out and that the account has not been used since her death .",NEGATIVE,0.9995537400245667,Security Concern,0.4141041934490204
284," Chase opened and allowed a thief to open Credit cards, and 2 Checking and 2 Savings accounts in my name . This was an Identity Thief that opened these accounts . I advised Chase of such, and provided Chase with a Law Enforcement Identity Theft Affidavit . Chase considered my documents a Joke, and didn't properly investigate the issue .",NEGATIVE,0.9992127418518066,Security Concern,0.5936540961265564
285, Citibank dispute department asked for available paperwork for that refund and I have email receipts that I got from this merchant . After three days they have contacted me and informed that they no longer carry that product and they need to refund my money back to my credit card and issue me a refund receipt . Citi for some strange unknown reason can not verify my identity altho i have given them what they ask for .,NEGATIVE,0.9991833567619324,Overcharged,0.32136014103889465
286," On XX/XX/2019, I made a payment to my Wyndham Rewards credit card ( issued by Barclays US ) The payment was immediately posted to my credit card account and then removed from my checking account . This is incorrect. The checking account that I used to make the payment is open, remains open to this day and has been used repeatedly to make payments to other credit card companies .",NEGATIVE,0.995815098285675,Security Concern,0.30937659740448
